Lab ID/Bottle ID,Filtered ID,Site ID/site Name,Depth or BLANK,depth_cat,Date Collected,Date/Time Sampled,Date Received at JSC,Digested,SRP,NO3,NH4,TN,TP,TDN,TDP,Notes ,SRP Corrected and zeroed ,Corrected,Raw Data,Units ,Run MDL ,Correction Factor ,Time/Date of run ,Tray Name ,#DIV/0!,SRP!$B$2:$S$7000,TP Corrected and Zeroed ,TP Corrected, TP Raw Data,Units ,Run MDL ,Correction Factor ,Time/Date of run ,Tray Name ,4%,TPandTDP!$B$2:$S7000,TDP,TDP Corrected, TDP Raw Data,Units ,Run MDL ,Correction Factor ,Time/Date of run ,Tray Name ,#DIV/0!,TPandTDP!$B$2:$S7000,Nox Corrected and zeroed ,Nox Corrected,Nox Raw Data,Units ,Run MDL ,Correction Factor ,Time/Date of run ,Tray Name ,8%,Nox!$B$2:$S$7000,NH4 Corrected and Zeroed ,NH4 Corrected,NH4 Raw Data ,Units ,Run MDL ,Correction Factor ,Time/Date of run ,Tray Name ,16%,NH4!$B$2:$S$7000,TN Corrected and Zeroed ,TN Corrected,TN Raw Data ,Units ,Run MDL ,Correction Factor ,Time/Date of run ,Tray Name ,28%,TNandTDN!$B$2:$S$7000,TDN Corrected and Zeroed ,TDN Corrected,TDN Raw Data ,Units ,Run MDL ,Correction Factor ,Time/Date of run ,Tray Name ,#DIV/0!,TNandTDN!$B$2:$S$7000
LG14-061,LG14-061-F,Mississquoi Bay,1 m from bottom,D3,4/3/14,4/3/14,9/3/14,,,X,X,X,X,,,x,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B62,#REF!,0.094916718,0.094916718,0.1053,mg P/L,0.012389817,-0.009019124,Fri Aug 22 13:37:52 2014,14.08.21 (14-10)TP_LG14_1-76_1_sb.csv,A62,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B62,#N/A,0.554835449,0.554835449,0.6333,mg N/L,0.007977715,-0.014231158,Fri Sep 19 21:44:29 2014,14.09.19 (15-26)Nox_LG14_40-65_67-68_71-72_75_76_Misc-Samp_1_DG.csv,B62,OK,0.334228013,0.334228013,0.3242,mg N/L,0.017832583,-0.003700326,Fri Sep 19 17:08:28 2014,14.09.19 (14-53)NH4_LG14_40-65_67-68_71-72_75_76_Misc-Samp_1_DG.csv,B62,OK,1.237902992,1.237902992,1.2227,mg N/L,0.023248648,-0.00503921,Thu Aug 21 18:16:07 2014,14.08.21 (14-09)TN_LG14_1-64_1_sb.csv,A62,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B62,#N/A
LG14-062,LG14-062-F,Mississquoi Bay,.5 m from bottom,D4,4/3/14,4/3/14,9/3/14,,,X,X,X,X,,,x,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B63,#REF!,0.120678593,0.120678593,0.1314,mg P/L,0.012389817,-0.009019124,Fri Aug 22 13:40:31 2014,14.08.21 (14-10)TP_LG14_1-76_1_sb.csv,A63,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B63,#N/A,0.547467146,0.547467146,0.6251,mg N/L,0.007977715,-0.014231158,Fri Sep 19 21:48:43 2014,14.09.19 (15-26)Nox_LG14_40-65_67-68_71-72_75_76_Misc-Samp_1_DG.csv,B63,OK,0.324429967,0.324429967,0.3148,mg N/L,0.017832583,-0.003700326,Fri Sep 19 17:12:33 2014,14.09.19 (14-53)NH4_LG14_40-65_67-68_71-72_75_76_Misc-Samp_1_DG.csv,B63,OK,1.348910834,1.348910834,1.3319,mg N/L,0.023248648,-0.00503921,Thu Aug 21 18:17:58 2014,14.08.21 (14-09)TN_LG14_1-64_1_sb.csv,A63,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B63,#N/A
LG14-063,LG14-063-F,Mississquoi Bay,.5 m from bottom,D4,4/3/14,4/3/14,9/3/14,,,X,X,X,X,,,x,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B64,#REF!,0.122257866,0.122257866,0.133,mg P/L,0.012389817,-0.009019124,Fri Aug 22 13:41:51 2014,14.08.21 (14-10)TP_LG14_1-76_1_sb.csv,A64,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B64,#N/A,0.529585533,0.529585533,0.6052,mg N/L,0.007977715,-0.014231158,Fri Sep 19 21:50:50 2014,14.09.19 (15-26)Nox_LG14_40-65_67-68_71-72_75_76_Misc-Samp_1_DG.csv,B64,OK,0.33370684,0.33370684,0.3237,mg N/L,0.017832583,-0.003700326,Fri Sep 19 17:14:35 2014,14.09.19 (14-53)NH4_LG14_40-65_67-68_71-72_75_76_Misc-Samp_1_DG.csv,B64,OK,1.554356666,1.554356666,1.534,mg N/L,0.023248648,-0.00503921,Thu Aug 21 18:18:52 2014,14.08.21 (14-09)TN_LG14_1-64_1_sb.csv,A64,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B64,#N/A
LG14-064,LG14-064-F,Mississquoi Bay,bottom,D5,4/3/14,4/3/14,9/3/14,,,X,X,X,X,,,x,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B65,#REF!,0.060468846,0.060468846,0.0704,mg P/L,0.012389817,-0.009019124,Fri Aug 22 13:43:11 2014,14.08.21 (14-10)TP_LG14_1-76_1_sb.csv,A65,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B65,#N/A,0.400370662,0.400370662,0.4614,mg N/L,0.007977715,-0.014231158,Fri Sep 19 21:53:01 2014,14.09.19 (15-26)Nox_LG14_40-65_67-68_71-72_75_76_Misc-Samp_1_DG.csv,B65,OK,0.172247557,0.172247557,0.1688,mg N/L,0.017832583,-0.003700326,Fri Sep 19 17:16:38 2014,14.09.19 (14-53)NH4_LG14_40-65_67-68_71-72_75_76_Misc-Samp_1_DG.csv,B65,OK,0.962518153,0.962518153,0.9518,mg N/L,0.023248648,-0.00503921,Thu Aug 21 18:19:47 2014,14.08.21 (14-09)TN_LG14_1-64_1_sb.csv,A65,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B65,#N/A
LG14-065,LG14-065-F,Mississquoi Bay,bottom,D5,4/3/14,4/3/14,9/3/14,,,X,X,X,X,,,x,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B66,#REF!,0.054349167,0.054349167,0.0642,mg P/L,0.012389817,-0.009019124,Fri Aug 22 13:47:12 2014,14.08.21 (14-10)TP_LG14_1-76_1_sb.csv,A66,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B66,#N/A,0.395787937,0.395787937,0.4563,mg N/L,0.007977715,-0.014231158,Fri Sep 19 21:55:08 2014,14.09.19 (15-26)Nox_LG14_40-65_67-68_71-72_75_76_Misc-Samp_1_DG.csv,B66,OK,0.171205212,0.171205212,0.1678,mg N/L,0.017832583,-0.003700326,Fri Sep 19 17:18:40 2014,14.09.19 (14-53)NH4_LG14_40-65_67-68_71-72_75_76_Misc-Samp_1_DG.csv,B66,OK,0.997582426,0.997582426,0.9758,mg N/L,0.03640031,-0.007804681,Fri Aug 22 10:53:46 2014,14.08.22 (09-24)TN_LG14_65-76_1_sb.csv,A66,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B66,#N/A
LG14-066,LG14-066-F,,,,,,,,,,,X,X,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B67,#REF!,0,-0.002011104,0.0071,mg P/L,0.012389817,-0.009019124,Fri Aug 22 13:48:32 2014,14.08.21 (14-10)TP_LG14_1-76_1_sb.csv,A67,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B67,#N/A,0.041341625,0.041341625,0.0477,mg N/L,0.03640031,-0.007804681,Fri Aug 22 10:55:53 2014,14.08.22 (09-24)TN_LG14_65-76_1_sb.csv,A67,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B67,#N/A
LG14-067,LG14-067-F,Mississquoi Bay,surface,D1,4/25/14,4/25/14,9/3/14,,,,,X,X,,,"NH4/NO3 Tube Cracked From Freezing, No Sample Remaining",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B68,#REF!,0.026711906,0.026711906,0.0362,mg P/L,0.012389817,-0.009019124,Fri Aug 22 13:50:33 2014,14.08.21 (14-10)TP_LG14_1-76_1_sb.csv,A68,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B68,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B68,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B68,#N/A,0.769984545,0.769984545,0.7549,mg N/L,0.03640031,-0.007804681,Fri Aug 22 11:00:09 2014,14.08.22 (09-24)TN_LG14_65-76_1_sb.csv,A68,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B68,#N/A
LG14-068,LG14-068-F,Mississquoi Bay,surface,D1,4/25/14,4/25/14,9/3/14,,,X,X,X,X,,,x,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B69,#REF!,0.026415793,0.026415793,0.0359,mg P/L,0.012389817,-0.009019124,Fri Aug 22 13:51:26 2014,14.08.21 (14-10)TP_LG14_1-76_1_sb.csv,A69,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B69,#N/A,0.418521847,0.418521847,0.4816,mg N/L,0.007977715,-0.014231158,Fri Sep 19 21:57:14 2014,14.09.19 (15-26)Nox_LG14_40-65_67-68_71-72_75_76_Misc-Samp_1_DG.csv,B69,OK,0.072495114,0.072495114,0.0731,mg N/L,0.017832583,-0.003700326,Fri Sep 19 17:20:46 2014,14.09.19 (14-53)NH4_LG14_40-65_67-68_71-72_75_76_Misc-Samp_1_DG.csv,B69,OK,0.784924198,0.784924198,0.7694,mg N/L,0.03640031,-0.007804681,Fri Aug 22 11:01:03 2014,14.08.22 (09-24)TN_LG14_65-76_1_sb.csv,A69,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B69,#N/A
LG14-069,LG14-069-F,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B70,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A70,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B70,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B70,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B70,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A70,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B70,#N/A
LG14-070,LG14-070-F,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B71,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A71,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B71,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B71,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B71,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A71,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B71,#N/A
LG14-071,LG14-071-F,Mississquoi Bay,B +1,D3,4/25/14,4/25/14,9/3/14,,,X,X,X,X,,,x,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B72,#REF!,0.028883405,0.028883405,0.0384,mg P/L,0.012389817,-0.009019124,Fri Aug 22 13:52:20 2014,14.08.21 (14-10)TP_LG14_1-76_1_sb.csv,A72,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B72,#N/A,0.204032349,0.204032349,0.2429,mg N/L,0.007977715,-0.014231158,Fri Sep 19 21:59:21 2014,14.09.19 (15-26)Nox_LG14_40-65_67-68_71-72_75_76_Misc-Samp_1_DG.csv,B72,OK,0.060403909,0.060403909,0.0615,mg N/L,0.017832583,-0.003700326,Fri Sep 19 17:22:49 2014,14.09.19 (14-53)NH4_LG14_40-65_67-68_71-72_75_76_Misc-Samp_1_DG.csv,B72,OK,0.911035472,0.911035472,0.8918,mg N/L,0.03640031,-0.007804681,Fri Aug 22 11:01:58 2014,14.08.22 (09-24)TN_LG14_65-76_1_sb.csv,A72,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B72,#N/A
LG14-072,LG14-072-F,Mississquoi Bay,B +1,D3,4/25/14,4/25/14,9/3/14,,,X,X,X,X,,,x,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B73,#REF!,0.029278223,0.029278223,0.0388,mg P/L,0.012389817,-0.009019124,Fri Aug 22 13:53:13 2014,14.08.21 (14-10)TP_LG14_1-76_1_sb.csv,A73,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B73,#N/A,0.210322363,0.210322363,0.2499,mg N/L,0.007977715,-0.014231158,Fri Sep 19 22:01:28 2014,14.09.19 (15-26)Nox_LG14_40-65_67-68_71-72_75_76_Misc-Samp_1_DG.csv,B73,OK,0.068325733,0.068325733,0.0691,mg N/L,0.017832583,-0.003700326,Fri Sep 19 17:24:51 2014,14.09.19 (14-53)NH4_LG14_40-65_67-68_71-72_75_76_Misc-Samp_1_DG.csv,B73,OK,0.775960406,0.775960406,0.7607,mg N/L,0.03640031,-0.007804681,Fri Aug 22 11:02:53 2014,14.08.22 (09-24)TN_LG14_65-76_1_sb.csv,A73,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B73,#N/A
LG14-073,LG14-073-F,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B74,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A74,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B74,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B74,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B74,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A74,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B74,#N/A
LG14-074,LG14-074-F,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B75,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A75,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B75,#N/A
LG14-075,LG14-075-F,Mississquoi Bay,bottom,D5,4/25/14,4/25/14,9/3/14,,,X,X,X,X,,,x,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B76,#REF!,0.030758791,0.030758791,0.0403,mg P/L,0.012389817,-0.009019124,Fri Aug 22 13:54:07 2014,14.08.21 (14-10)TP_LG14_1-76_1_sb.csv,A76,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B76,#N/A,0.174289565,0.174289565,0.2098,mg N/L,0.007977715,-0.014231158,Fri Sep 19 22:07:50 2014,14.09.19 (15-26)Nox_LG14_40-65_67-68_71-72_75_76_Misc-Samp_1_DG.csv,B76,OK,0.062801303,0.062801303,0.0638,mg N/L,0.017832583,-0.003700326,Fri Sep 19 17:31:00 2014,14.09.19 (14-53)NH4_LG14_40-65_67-68_71-72_75_76_Misc-Samp_1_DG.csv,B76,OK,0.776990727,0.776990727,0.7617,mg N/L,0.03640031,-0.007804681,Fri Aug 22 11:03:47 2014,14.08.22 (09-24)TN_LG14_65-76_1_sb.csv,A76,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B76,#N/A
LG14-076,LG14-076-F,Mississquoi Bay,bottom,D5,4/25/14,4/25/14,9/3/14,,,X,X,X,X,,,x,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B77,#REF!,0.030561382,0.030561382,0.0401,mg P/L,0.012389817,-0.009019124,Fri Aug 22 13:55:55 2014,14.08.21 (14-10)TP_LG14_1-76_1_sb.csv,A77,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B77,#N/A,0.205110637,0.205110637,0.2441,mg N/L,0.007977715,-0.014231158,Fri Sep 19 22:09:57 2014,14.09.19 (15-26)Nox_LG14_40-65_67-68_71-72_75_76_Misc-Samp_1_DG.csv,B77,OK,0.064990228,0.064990228,0.0659,mg N/L,0.017832583,-0.003700326,Fri Sep 19 17:33:03 2014,14.09.19 (14-53)NH4_LG14_40-65_67-68_71-72_75_76_Misc-Samp_1_DG.csv,B77,OK,0.830155284,0.830155284,0.8133,mg N/L,0.03640031,-0.007804681,Fri Aug 22 11:05:37 2014,14.08.22 (09-24)TN_LG14_65-76_1_sb.csv,A77,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B77,#N/A
LG14-077,LG14-077-F,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B78,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A78,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B78,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B78,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B78,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A78,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B78,#N/A
LG14-078,LG14-078-F,Mississquoi Bay,surface,,6/5/14,5/13/14,9/3/14,,,X,X,X,X,,,x,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B79,#REF!,0.030126683,0.030126683,0.0403,mg P/L,0.012972482,-0.007099499,Thu Aug 28 18:29:52 2014,14.08.28 (17-38)TP_LG14_78-176_1_sb.csv,A79,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B79,#N/A,0.322003954,0.322003954,0.3315,mg N/L,0.006916928,-0.005646158,Sun Sep 21 20:12:34 2014,14.09.21 (19-21)Nox_LG14_S046_S217_S348_LL14_NOX-NH3_Grabs_5-6_1_DG.csv,B79,OK,0,-0.010007728,0.0078,mg N/L,0.029711883,-0.017040185,Sun Sep 21 16:30:09 2014,14.09.21 (15-04)NH4_LG14_S046_S217_S348_LL14_NOX-NH3_Grabs_5-6_1_DG.csv,B79,OK,0.684660395,0.684660395,0.8621,mg N/L,0.026141954,-0.007709959,Thu Aug 28 12:31:07 2014,14.08.28 (11-44)TN_LG14_78-176_1_sb.csv,A79,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B79,#N/A
LG14-079,LG14-079-F,Mississquoi Bay,surface,,6/5/14,5/13/14,9/3/14,,,X,X,X,X,,,x,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B80,#REF!,0.029664819,0.029664819,0.0398,mg P/L,0.012972482,-0.007099499,Thu Aug 28 18:31:12 2014,14.08.28 (17-38)TP_LG14_78-176_1_sb.csv,A80,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B80,#N/A,0.250642451,0.250642451,0.2593,mg N/L,0.006916928,-0.005646158,Sun Sep 21 20:14:42 2014,14.09.21 (19-21)Nox_LG14_S046_S217_S348_LL14_NOX-NH3_Grabs_5-6_1_DG.csv,B80,OK,0,-0.010999485,0.0067,mg N/L,0.029711883,-0.017040185,Sun Sep 21 16:32:11 2014,14.09.21 (15-04)NH4_LG14_S046_S217_S348_LL14_NOX-NH3_Grabs_5-6_1_DG.csv,B80,OK,0.668357045,0.668357045,0.8418,mg N/L,0.026141954,-0.007709959,Thu Aug 28 12:33:15 2014,14.08.28 (11-44)TN_LG14_78-176_1_sb.csv,A80,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B80,#N/A
LG14-080,LG14-080-F,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B81,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A81,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B81,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B81,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B81,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A81,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B81,#N/A
LG14-081,LG14-081-F,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B82,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A82,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B82,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B82,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B82,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A82,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B82,#N/A
LG14-082,LG14-082-F,Mississquoi Bay,B +1,,6/5/14,5/13/14,9/3/14,,,X,X,X,X,,,x,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B83,#REF!,0.024030087,0.024030087,0.0337,mg P/L,0.012972482,-0.007099499,Thu Aug 28 18:33:52 2014,14.08.28 (17-38)TP_LG14_78-176_1_sb.csv,A83,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B83,#N/A,0.542908327,0.542908327,0.555,mg N/L,0.006916928,-0.005646158,Sun Sep 21 20:18:59 2014,14.09.21 (19-21)Nox_LG14_S046_S217_S348_LL14_NOX-NH3_Grabs_5-6_1_DG.csv,B83,OK,0,-0.005319423,0.013,mg N/L,0.029711883,-0.017040185,Sun Sep 21 16:36:17 2014,14.09.21 (15-04)NH4_LG14_S046_S217_S348_LL14_NOX-NH3_Grabs_5-6_1_DG.csv,B83,OK,0.65888022,0.65888022,0.83,mg N/L,0.026141954,-0.007709959,Thu Aug 28 12:37:31 2014,14.08.28 (11-44)TN_LG14_78-176_1_sb.csv,A83,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B83,#N/A
LG14-083,LG14-083-F,Mississquoi Bay,B +1,,6/5/14,5/13/14,9/3/14,,,X,X,X,X,,,x,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B84,#REF!,0.024307205,0.024307205,0.034,mg P/L,0.012972482,-0.007099499,Thu Aug 28 18:35:12 2014,14.08.28 (17-38)TP_LG14_78-176_1_sb.csv,A84,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B84,#N/A,0.395737583,0.395737583,0.4061,mg N/L,0.006916928,-0.005646158,Sun Sep 21 20:21:07 2014,14.09.21 (19-21)Nox_LG14_S046_S217_S348_LL14_NOX-NH3_Grabs_5-6_1_DG.csv,B84,OK,0,-0.004507986,0.0139,mg N/L,0.029711883,-0.017040185,Sun Sep 21 16:38:19 2014,14.09.21 (15-04)NH4_LG14_S046_S217_S348_LL14_NOX-NH3_Grabs_5-6_1_DG.csv,B84,OK,0.62900413,0.62900413,0.7928,mg N/L,0.026141954,-0.007709959,Thu Aug 28 12:39:39 2014,14.08.28 (11-44)TN_LG14_78-176_1_sb.csv,A84,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B84,#N/A
LG14-084,LG14-084-F,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B85,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A85,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B85,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B85,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B85,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A85,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B85,#N/A
LG14-085,LG14-085-F,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B86,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A86,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B86,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B86,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B86,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A86,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B86,#N/A
