Lab ID/Bottle ID,Filtered ID,Site ID/site Name,Depth or BLANK,depth_cat,Date Collected,Date/Time Sampled,Date Received at JSC,Digested,SRP,NO3,NH4,TN,TP,TDN,TDP,Notes ,SRP Corrected and zeroed ,Corrected,Raw Data,Units ,Run MDL ,Correction Factor ,Time/Date of run ,Tray Name ,#DIV/0!,SRP!$B$2:$S$7000,TP Corrected and Zeroed ,TP Corrected, TP Raw Data,Units ,Run MDL ,Correction Factor ,Time/Date of run ,Tray Name ,4%,TPandTDP!$B$2:$S7000,TDP,TDP Corrected, TDP Raw Data,Units ,Run MDL ,Correction Factor ,Time/Date of run ,Tray Name ,#DIV/0!,TPandTDP!$B$2:$S7000,Nox Corrected and zeroed ,Nox Corrected,Nox Raw Data,Units ,Run MDL ,Correction Factor ,Time/Date of run ,Tray Name ,8%,Nox!$B$2:$S$7000,NH4 Corrected and Zeroed ,NH4 Corrected,NH4 Raw Data ,Units ,Run MDL ,Correction Factor ,Time/Date of run ,Tray Name ,16%,NH4!$B$2:$S$7000,TN Corrected and Zeroed ,TN Corrected,TN Raw Data ,Units ,Run MDL ,Correction Factor ,Time/Date of run ,Tray Name ,28%,TNandTDN!$B$2:$S$7000,TDN Corrected and Zeroed ,TDN Corrected,TDN Raw Data ,Units ,Run MDL ,Correction Factor ,Time/Date of run ,Tray Name ,#DIV/0!,TNandTDN!$B$2:$S$7000
LG14-151,LG14-151-F,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B152,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A152,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B152,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B152,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B152,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A152,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B152,#N/A
LG14-152,LG14-152-F,Mississquoi Bay,bottom ,,7/16/14,7/3/14,9/3/14,,,X,X,X,X,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B153,#REF!,0.029202956,0.029202956,0.0393,mg P/L,0.012972482,-0.007099499,Thu Aug 28 19:49:47 2014,14.08.28 (17-38)TP_LG14_78-176_1_sb.csv,A153,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B153,#N/A,0.654736842,0.654736842,0.6111,mg N/L,0.010979767,0.00215103,Fri Sep 26 18:13:36 2014,14.09.24 (12-05)Nox_LG14_116F-153F_Partial_LL14_11-16_S217_17-20_S046_17-24_1_sb.csv,B153,OK,0.062331235,0.062331235,0.0875,mg N/L,0.038292738,-0.010420873,Sat Sep 27 11:58:53 2014,14.09.24 (12-03)NH4_LG14_116F-153F_Partial_LL14_11-16_S217_17-20_S046_17-24_1_sb.csv,B153,OK,0.88937586,0.88937586,1.117,mg N/L,0.026141954,-0.007709959,Thu Aug 28 14:38:43 2014,14.08.28 (11-44)TN_LG14_78-176_1_sb.csv,A153,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B153,#N/A
LG14-153,LG14-153-F,Mississquoi Bay,bottom,,7/16/14,7/3/14,9/3/14,,,X,X,X,X,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B154,#REF!,0.030311428,0.030311428,0.0405,mg P/L,0.012972482,-0.007099499,Thu Aug 28 19:51:10 2014,14.08.28 (17-38)TP_LG14_78-176_1_sb.csv,A154,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B154,#N/A,0.672677346,0.672677346,0.6279,mg N/L,0.010979767,0.00215103,Fri Sep 26 18:15:43 2014,14.09.24 (12-05)Nox_LG14_116F-153F_Partial_LL14_11-16_S217_17-20_S046_17-24_1_sb.csv,B154,OK,0.048030249,0.048030249,0.0703,mg N/L,0.038292738,-0.010420873,Sat Sep 27 12:00:55 2014,14.09.24 (12-03)NH4_LG14_116F-153F_Partial_LL14_11-16_S217_17-20_S046_17-24_1_sb.csv,B154,OK,0.900458926,0.900458926,1.1308,mg N/L,0.026141954,-0.007709959,Thu Aug 28 14:40:50 2014,14.08.28 (11-44)TN_LG14_78-176_1_sb.csv,A154,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B154,#N/A
LG14-154,LG14-154-F,Mississquoi Bay,blank,,7/16/14,7/3/14,9/3/14,,,,,X,X,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B155,#REF!,0,0.002599631,0.0105,mg P/L,0.012972482,-0.007099499,Thu Aug 28 19:52:29 2014,14.08.28 (17-38)TP_LG14_78-176_1_sb.csv,A155,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B155,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A155,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B155,#N/A,0,0.007469022,0.0189,mg N/L,0.026141954,-0.007709959,Thu Aug 28 14:42:58 2014,14.08.28 (11-44)TN_LG14_78-176_1_sb.csv,A155,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B155,#N/A
LG14-155,LG14-155-F,Mississquoi Bay,surface,,7/16/14,7/10/14,9/3/14,,,X,X,X,X,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B156,#REF!,0.036592769,0.036592769,0.0473,mg P/L,0.012972482,-0.007099499,Thu Aug 28 19:53:48 2014,14.08.28 (17-38)TP_LG14_78-176_1_sb.csv,A156,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B156,#N/A,0.479215543,0.479215543,0.5287,mg N/L,0.022191089,-0.005296921,Wed Nov 26 14:54:15 2014,14.11.26 (11-27)Nox_S217_21-28_LG14_155-198Partial_LL14_17-20_S046_25-28_1_sb.csv,A156,OK,0,0.041371605,0.0627,mg N/L,0.087904817,-0.012512891,Mon Nov 24 16:32:40 2014,14.11.24 (14-23)NH4_S217_21-28_LG14_155-198Partial_LL14_17-20_S046_25-28_1_sb.csv,B156,OK,0.741681964,0.741681964,0.9331,mg N/L,0.026141954,-0.007709959,Thu Aug 28 14:45:10 2014,14.08.28 (11-44)TN_LG14_78-176_1_sb.csv,A156,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B156,#N/A
LG14-156,LG14-156-F,Mississquoi Bay,surface,,7/16/14,7/10/14,9/3/14,,,X,X,X,X,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B157,#REF!,0.040010557,0.040010557,0.051,mg P/L,0.012972482,-0.007099499,Thu Aug 28 19:56:27 2014,14.08.28 (17-38)TP_LG14_78-176_1_sb.csv,A157,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B157,#N/A,0.511015396,0.511015396,0.5634,mg N/L,0.022191089,-0.005296921,Wed Nov 26 14:56:22 2014,14.11.26 (11-27)Nox_S217_21-28_LG14_155-198Partial_LL14_17-20_S046_25-28_1_sb.csv,A157,OK,0,0.033980749,0.0541,mg N/L,0.087904817,-0.012512891,Mon Nov 24 16:34:42 2014,14.11.24 (14-23)NH4_S217_21-28_LG14_155-198Partial_LL14_17-20_S046_25-28_1_sb.csv,B157,OK,0.811473153,0.811473153,1.02,mg N/L,0.026141954,-0.007709959,Thu Aug 28 14:49:26 2014,14.08.28 (11-44)TN_LG14_78-176_1_sb.csv,A157,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B157,#N/A
LG14-157,LG14-157-F,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B158,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A158,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B158,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A158,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B158,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A158,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B158,#N/A
LG14-158,LG14-158-F,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B159,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A159,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B159,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A159,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B159,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A159,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B159,#N/A
LG14-159,LG14-159-F,Mississquoi Bay,B +1,,7/16/14,7/10/14,9/3/14,,,X,X,X,X,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B160,#REF!,0.046107152,0.046107152,0.0576,mg P/L,0.012972482,-0.007099499,Thu Aug 28 19:57:46 2014,14.08.28 (17-38)TP_LG14_78-176_1_sb.csv,A160,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B160,#N/A,0.477840909,0.477840909,0.5272,mg N/L,0.022191089,-0.005296921,Wed Nov 26 15:02:43 2014,14.11.26 (11-27)Nox_S217_21-28_LG14_155-198Partial_LL14_17-20_S046_25-28_1_sb.csv,A160,OK,0,0.040426263,0.0616,mg N/L,0.087904817,-0.012512891,Mon Nov 24 16:40:46 2014,14.11.24 (14-23)NH4_S217_21-28_LG14_155-198Partial_LL14_17-20_S046_25-28_1_sb.csv,B160,OK,0.786094539,0.786094539,0.9884,mg N/L,0.026141954,-0.007709959,Thu Aug 28 14:51:34 2014,14.08.28 (11-44)TN_LG14_78-176_1_sb.csv,A160,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B160,#N/A
LG14-160,LG14-160-F,Mississquoi Bay,B +1,,7/16/14,7/10/14,9/3/14,,,X,X,X,X,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B161,#REF!,0.046199525,0.046199525,0.0577,mg P/L,0.012972482,-0.007099499,Thu Aug 28 19:59:05 2014,14.08.28 (17-38)TP_LG14_78-176_1_sb.csv,A161,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B161,#N/A,0.489846041,0.489846041,0.5403,mg N/L,0.022191089,-0.005296921,Wed Nov 26 15:04:50 2014,14.11.26 (11-27)Nox_S217_21-28_LG14_155-198Partial_LL14_17-20_S046_25-28_1_sb.csv,A161,OK,0,0.056926779,0.0808,mg N/L,0.087904817,-0.012512891,Mon Nov 24 16:42:48 2014,14.11.24 (14-23)NH4_S217_21-28_LG14_155-198Partial_LL14_17-20_S046_25-28_1_sb.csv,B161,OK,0.76906838,0.76906838,0.9672,mg N/L,0.026141954,-0.007709959,Thu Aug 28 14:53:41 2014,14.08.28 (11-44)TN_LG14_78-176_1_sb.csv,A161,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B161,#N/A
LG14-161,LG14-161-F,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B162,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A162,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B162,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A162,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B162,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A162,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B162,#N/A
LG14-162,LG14-162-F,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B163,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A163,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B163,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A163,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B163,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A163,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B163,#N/A
LG14-163,LG14-163-F,Mississquoi Bay,bottom,,7/16/14,7/10/14,9/3/14,,,X,X,X,X,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B164,#REF!,0.055713909,0.055713909,0.068,mg P/L,0.012972482,-0.007099499,Thu Aug 28 20:03:04 2014,14.08.28 (17-38)TP_LG14_78-176_1_sb.csv,A164,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B164,#N/A,0.467485337,0.467485337,0.5159,mg N/L,0.022191089,-0.005296921,Wed Nov 26 15:09:04 2014,14.11.26 (11-27)Nox_S217_21-28_LG14_155-198Partial_LL14_17-20_S046_25-28_1_sb.csv,A164,OK,0,0.061481609,0.0861,mg N/L,0.087904817,-0.012512891,Mon Nov 24 16:46:51 2014,14.11.24 (14-23)NH4_S217_21-28_LG14_155-198Partial_LL14_17-20_S046_25-28_1_sb.csv,B164,OK,0.755816888,0.755816888,0.9507,mg N/L,0.026141954,-0.007709959,Thu Aug 28 15:00:05 2014,14.08.28 (11-44)TN_LG14_78-176_1_sb.csv,A164,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B164,#N/A
LG14-164,LG14-164-F,Mississquoi Bay,bottom,,7/16/14,7/10/14,9/3/14,,,X,X,X,X,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B165,#REF!,0.088044339,0.088044339,0.103,mg P/L,0.012972482,-0.007099499,Thu Aug 28 20:04:23 2014,14.08.28 (17-38)TP_LG14_78-176_1_sb.csv,A165,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B165,#N/A,0.48077346,0.48077346,0.5304,mg N/L,0.022191089,-0.005296921,Wed Nov 26 15:11:11 2014,14.11.26 (11-27)Nox_S217_21-28_LG14_155-198Partial_LL14_17-20_S046_25-28_1_sb.csv,A165,OK,0,0.063887934,0.0889,mg N/L,0.087904817,-0.012512891,Mon Nov 24 16:48:52 2014,14.11.24 (14-23)NH4_S217_21-28_LG14_155-198Partial_LL14_17-20_S046_25-28_1_sb.csv,B165,OK,0.814605324,0.814605324,1.0239,mg N/L,0.026141954,-0.007709959,Thu Aug 28 15:02:12 2014,14.08.28 (11-44)TN_LG14_78-176_1_sb.csv,A165,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B165,#N/A
LG14-165,LG14-165-F,Mississquoi Bay,blank,,7/16/14,7/10/14,9/3/14,,,,,X,X,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B166,#REF!,0,0.002876748,0.0108,mg P/L,0.012972482,-0.007099499,Thu Aug 28 20:07:02 2014,14.08.28 (17-38)TP_LG14_78-176_1_sb.csv,A166,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B166,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A166,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B166,#N/A,0,-0.003533731,0.0052,mg N/L,0.026141954,-0.007709959,Thu Aug 28 15:06:28 2014,14.08.28 (11-44)TN_LG14_78-176_1_sb.csv,A166,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B166,#N/A
LG14-166,LG14-166-F,Mississquoi Bay,surface ,,7/16/14,7/16/14,9/3/14,,,X,X,X,X,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B167,#REF!,0.025600422,0.025600422,0.0354,mg P/L,0.012972482,-0.007099499,Thu Aug 28 20:07:59 2014,14.08.28 (17-38)TP_LG14_78-176_1_sb.csv,A167,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B167,#N/A,0.395362903,0.395362903,0.4372,mg N/L,0.022191089,-0.005296921,Wed Nov 26 15:13:18 2014,14.11.26 (11-27)Nox_S217_21-28_LG14_155-198Partial_LL14_17-20_S046_25-28_1_sb.csv,A167,OK,0,0.001581299,0.0164,mg N/L,0.087904817,-0.012512891,Mon Nov 24 16:50:54 2014,14.11.24 (14-23)NH4_S217_21-28_LG14_155-198Partial_LL14_17-20_S046_25-28_1_sb.csv,B167,OK,0.689398807,0.689398807,0.868,mg N/L,0.026141954,-0.007709959,Thu Aug 28 15:08:35 2014,14.08.28 (11-44)TN_LG14_78-176_1_sb.csv,A167,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B167,#N/A
LG14-167,LG14-167-F,Mississquoi Bay,surface,,7/16/14,7/16/14,9/3/14,,,X,X,X,X,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B168,#REF!,0.032251254,0.032251254,0.0426,mg P/L,0.012972482,-0.007099499,Thu Aug 28 20:09:01 2014,14.08.28 (17-38)TP_LG14_78-176_1_sb.csv,A168,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B168,#N/A,0.401044721,0.401044721,0.4434,mg N/L,0.022191089,-0.005296921,Wed Nov 26 15:15:25 2014,14.11.26 (11-27)Nox_S217_21-28_LG14_155-198Partial_LL14_17-20_S046_25-28_1_sb.csv,A168,OK,0,0.005620488,0.0211,mg N/L,0.087904817,-0.012512891,Mon Nov 24 16:52:55 2014,14.11.24 (14-23)NH4_S217_21-28_LG14_155-198Partial_LL14_17-20_S046_25-28_1_sb.csv,B168,OK,0.700883433,0.700883433,0.8823,mg N/L,0.026141954,-0.007709959,Thu Aug 28 15:10:42 2014,14.08.28 (11-44)TN_LG14_78-176_1_sb.csv,A168,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B168,#N/A
LG14-168,LG14-168-F,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B169,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A169,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B169,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A169,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B169,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A169,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B169,#N/A
LG14-169,LG14-169-F,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B170,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A170,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B170,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A170,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B170,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A170,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B170,#N/A
LG14-170,LG14-170-F,Mississquoi Bay,B +1,,7/16/14,7/16/14,9/3/14,,,X,X,X,X,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B171,#REF!,0.015531803,0.015531803,0.0245,mg P/L,0.012972482,-0.007099499,Thu Aug 28 20:09:55 2014,14.08.28 (17-38)TP_LG14_78-176_1_sb.csv,A171,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B171,#N/A,0.400769795,0.400769795,0.4431,mg N/L,0.022191089,-0.005296921,Wed Nov 26 15:17:36 2014,14.11.26 (11-27)Nox_S217_21-28_LG14_155-198Partial_LL14_17-20_S046_25-28_1_sb.csv,A171,OK,0,-0.001942248,0.0123,mg N/L,0.087904817,-0.012512891,Mon Nov 24 16:54:57 2014,14.11.24 (14-23)NH4_S217_21-28_LG14_155-198Partial_LL14_17-20_S046_25-28_1_sb.csv,B171,OK,0.64530748,0.64530748,0.8131,mg N/L,0.026141954,-0.007709959,Thu Aug 28 15:11:37 2014,14.08.28 (11-44)TN_LG14_78-176_1_sb.csv,A171,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B171,#N/A
LG14-171,LG14-171-F,Mississquoi Bay,B +1,,7/16/14,7/16/14,9/3/14,,,X,X,X,X,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B172,#REF!,0.030588546,0.030588546,0.0408,mg P/L,0.012972482,-0.007099499,Thu Aug 28 20:10:48 2014,14.08.28 (17-38)TP_LG14_78-176_1_sb.csv,A172,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B172,#N/A,0.375659824,0.375659824,0.4157,mg N/L,0.022191089,-0.005296921,Wed Nov 26 15:21:49 2014,14.11.26 (11-27)Nox_S217_21-28_LG14_155-198Partial_LL14_17-20_S046_25-28_1_sb.csv,A172,OK,0,-0.006840839,0.0066,mg N/L,0.087904817,-0.012512891,Mon Nov 24 16:59:05 2014,14.11.24 (14-23)NH4_S217_21-28_LG14_155-198Partial_LL14_17-20_S046_25-28_1_sb.csv,B172,OK,0.679921983,0.679921983,0.8562,mg N/L,0.026141954,-0.007709959,Thu Aug 28 15:12:32 2014,14.08.28 (11-44)TN_LG14_78-176_1_sb.csv,A172,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B172,#N/A
LG14-172,LG14-172-F,, ,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B173,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A173,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B173,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A173,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B173,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A173,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B173,#N/A
LG14-173,LG14-173-F,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B174,#REF!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A174,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B174,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A174,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B174,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,A174,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B174,#N/A
LG14-174,LG14-174-F,Mississquoi Bay,bottom ,,7/16/14,7/16/14,9/3/14,,,X,X,X,X,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B175,#REF!,0.038440222,0.038440222,0.0493,mg P/L,0.012972482,-0.007099499,Thu Aug 28 20:12:36 2014,14.08.28 (17-38)TP_LG14_78-176_1_sb.csv,A175,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B175,#N/A,0.319116569,0.319116569,0.354,mg N/L,0.022191089,-0.005296921,Wed Nov 26 15:23:56 2014,14.11.26 (11-27)Nox_S217_21-28_LG14_155-198Partial_LL14_17-20_S046_25-28_1_sb.csv,A175,OK,0.161172224,0.161172224,0.2021,mg N/L,0.087904817,-0.012512891,Mon Nov 24 17:01:06 2014,14.11.24 (14-23)NH4_S217_21-28_LG14_155-198Partial_LL14_17-20_S046_25-28_1_sb.csv,B175,OK,0.83114961,0.83114961,1.0445,mg N/L,0.026141954,-0.007709959,Thu Aug 28 15:14:22 2014,14.08.28 (11-44)TN_LG14_78-176_1_sb.csv,A175,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B175,#N/A
LG14-175,LG14-175-F,Mississquoi Bay,bottom ,,7/16/14,7/16/14,9/3/14,,,X,X,X,X,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B176,#REF!,0.032158881,0.032158881,0.0425,mg P/L,0.012972482,-0.007099499,Thu Aug 28 20:13:29 2014,14.08.28 (17-38)TP_LG14_78-176_1_sb.csv,A176,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B176,#N/A,0.326814516,0.326814516,0.3624,mg N/L,0.022191089,-0.005296921,Wed Nov 26 15:26:03 2014,14.11.26 (11-27)Nox_S217_21-28_LG14_155-198Partial_LL14_17-20_S046_25-28_1_sb.csv,A176,OK,0.135647989,0.135647989,0.1724,mg N/L,0.087904817,-0.012512891,Mon Nov 24 17:03:08 2014,14.11.24 (14-23)NH4_S217_21-28_LG14_155-198Partial_LL14_17-20_S046_25-28_1_sb.csv,B176,OK,0.795892611,0.795892611,1.0006,mg N/L,0.026141954,-0.007709959,Thu Aug 28 15:15:16 2014,14.08.28 (11-44)TN_LG14_78-176_1_sb.csv,A176,OK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,B176,#N/A
